nome,whatsapp,endereco,cidade,latitude,longitude,categorias,url_maps,status_funil
Sandra Manicure,,"Rua da Copaba, 10, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5127866,-45.2584533,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Sandra%20Manicure&query_place_id=ChIJ5X3d7P5ezZIRpzRyWB2-nwk,prospect
Studio Thais Milhomem,5599984374805,"R. Oton Milhomem, 736 - Altamira 2, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5077262,-45.2294966,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Thais%20Milhomem&query_place_id=ChIJEwMLcxBfzZIR5DsCpK-zW44,prospect
Dra.Lunara sousa Tricologista capilar e Cosmetologista dérmica,5599981409003,"R. da Igreja Católica, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5224524,-45.2270266,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Dra.Lunara%20sousa%20Tricologista%20capilar%20e%20Cosmetologista%20d%C3%A9rmica&query_place_id=ChIJ8398kpFfzZIR4lzFeua4oSM,prospect
Keylla Sousa Lash designer,5599985024560,"R. Rio Branco, 21, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.501097,-45.2450631,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Keylla%20Sousa%20Lash%20designer&query_place_id=ChIJX6GH2lxfzZIRCU_6K-Q5hdw,prospect
Espaço Lanny,5599984076919,"R. Rio Tapajós, 86 - Tresidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4999455,-45.2459398,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Lanny&query_place_id=ChIJWTvBbItfzZIRgELTJHWZWY0,prospect
Sirlleny Cabelos,5599981398352,"R. Rio Xingu, 380, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.496572,-45.2530706,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sirlleny%20Cabelos&query_place_id=ChIJWwg1Q9xfzZIRwyFsNdux0qI,prospect
Nails Studium Lucineia Paiva,5599981051892,"R. Rio Mearim, 483 - Trizidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4994848,-45.2570183,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Nails%20Studium%20Lucineia%20Paiva&query_place_id=ChIJL-LJQu1fzZIRqN_RrUxPs4M,prospect
K Studio de beleza,5599981077265,"R. Rio Purus, 493 - Araticum, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5043862,-45.2592634,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=K%20Studio%20de%20beleza&query_place_id=ChIJAy1SqZNfzZIRxzNa9pVESDY,prospect
Sayonara Cabelos,5599984371756,"Av. Roseana Sarney - Trezidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5008196,-45.2491675,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sayonara%20Cabelos&query_place_id=ChIJvczy_9JfzZIRMgV9ofPHqwU,prospect
Fabiana Ilka Designer de Sobrancelhas,5599981270805,"Moradas do Rio Corda - Tv. dos Lírios, Q-42 - L-16, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4885005,-45.2700299,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Fabiana%20Ilka%20Designer%20de%20Sobrancelhas&query_place_id=ChIJfSeUsfRezZIRWJmHEDkoSvE,prospect
espaço francilda fashion,5599984531991,"rua rio tefé, 596, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5017258,-45.2558083,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=espa%C3%A7o%20francilda%20fashion&query_place_id=ChIJ_bFEeSNfzZIRZU-MFWceRUI,prospect
Raianny Oliveira nails,5599984396440,"R. Rio Jutaí, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4942316,-45.2481689,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Raianny%20Oliveira%20nails&query_place_id=ChIJ1TWDJaFfzZIR2qJO2rgAHe0,prospect
Studio Beatriz Makeup,5599984844437,"R. Leste Oeste Três, 21 - Vila Nenzin, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4910762,-45.2747816,"{""Maquiagem""}",https://www.google.com/maps/search/?api=1&query=Studio%20Beatriz%20Makeup&query_place_id=ChIJi1-_JlhfzZIRQbssBx06LRk,prospect
Yanna Cabelos,,"R. Tefé, 1149, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4953688,-45.2533648,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Yanna%20Cabelos&query_place_id=ChIJ-aCRrHBfzZIRh99UPuGWKSQ,prospect
Espaço Arleth Macêdo,,"R. Rio Juruá, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4828403,-45.2456072,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Arleth%20Mac%C3%AAdo&query_place_id=ChIJb-rZCQBdzZIRosaGKkfz2uM,prospect
Carla Andrade cabelos,5598983000782,"R. Rio Negro, 95 - Trizidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5031328,-45.2467448,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Carla%20Andrade%20cabelos&query_place_id=ChIJT3Ht60RfzZIRRAcBAJPuCH8,prospect
Salão Star Cabeleireiro,,"R. Rio Purus, 47 - Trizidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5028909,-45.2501398,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Star%20Cabeleireiro&query_place_id=ChIJIa7EGyZfzZIRxoDDQMtC8WI,prospect
Josino Cabeleireiro,5599988077904,"Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5161773,-45.2294808,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Josino%20Cabeleireiro&query_place_id=ChIJqUTUcoRfzZIRIIQDiQucSmA,prospect
Ana Hair,5599988157477,"Quadra 21 lote 37, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5018917,-45.2464996,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Ana%20Hair&query_place_id=ChIJEbVaqMNfzZIRPsWIzI3w_Dc,prospect
Duda Cabelos,55999703606,"R. Rio Tapajós, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4984041,-45.2523536,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Duda%20Cabelos&query_place_id=ChIJK1DAoZJezZIRTQ6FFUjC9dA,prospect
Barbearia Novo Visual,5599981108920,"R. Rio Jutaí, 50 - Trizidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5015865,-45.2516004,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Barbearia%20Novo%20Visual&query_place_id=ChIJTf7Sbr9fzZIRokGk7CIHzK4,prospect
Espaço Bellas Unhas,5599981650794,"R. Tefé, 1179, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4950042,-45.2531481,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Bellas%20Unhas&query_place_id=ChIJacI2OHRfzZIRoAmEh5haYnk,prospect
Studio Juliene Martins,5599991295183,"Avenida principal - Vila Alvorada, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.501892,-45.2465,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Juliene%20Martins&query_place_id=ChIJzz4wxC5dzZIRpqUoJ1sGrWQ,prospect
Espaço MULHER,5511945145136,"R. Rio Xingu, 328, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4976384,-45.2520978,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20MULHER&query_place_id=ChIJlSZDhJJezZIR_KzCFJ_01B4,prospect
PH Sobrancelhas,5599985332651,"R. Tefé - Trisidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4976771,-45.254254,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=PH%20Sobrancelhas&query_place_id=ChIJ22qvw-RfzZIR5qKbgYchE_w,prospect
Letícia Alves Designer de Sobrancelhas,5599984367445,"R. Mansueto Franco, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4977164,-45.274139,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Let%C3%ADcia%20Alves%20Designer%20de%20Sobrancelhas&query_place_id=ChIJ0xY5FwBfzZIRulUhSHviz7I,prospect
Ligia Azevedo US,,"R. Rio Mearim, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4999777,-45.2558697,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Ligia%20Azevedo%20US&query_place_id=ChIJwTIq4DlfzZIRIdIP68bz2R8,prospect
Studio Wanessa Costa,5599982230773,"R. Rio Purús, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4962185,-45.2555044,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Wanessa%20Costa&query_place_id=ChIJj0Vd6GtfzZIRQVuO9yIWgyo,prospect
Studio Raylany Almeida Nails Designer - Barra do Corda,5599984342296,"Rua Rio Tefe - Trezidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5010444,-45.255779,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Studio%20Raylany%20Almeida%20Nails%20Designer%20-%20Barra%20do%20Corda&query_place_id=ChIJSws20aFfzZIRn9OMKMcvGr0,prospect
Salão taty cabelos,,"Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.3311261,-45.100553,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20taty%20cabelos&query_place_id=ChIJt5Q6SwBJzZIRkR754ZaKfms,prospect
Marylu Unhas,5599999778093,"R. Tefé, 1179, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4950042,-45.2531481,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Marylu%20Unhas&query_place_id=ChIJYcaRD45ezZIRQSuzfdnzPbk,prospect
Luanadepil,5599982002648,"R. Rio Mearim, 403 - Trizidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5001899,-45.2558061,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=Luanadepil&query_place_id=ChIJ1T2cU4lfzZIRUTfCOvFTYSs,prospect
Gisele Luz Nail Stúdio,5599984583353,"R. Almir Silva, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5033853,-45.2368677,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Gisele%20Luz%20Nail%20St%C3%BAdio&query_place_id=ChIJXyfAyLNfzZIRb6LArTzhMeQ,prospect
Estética Depil Belíssima,5599984045118,"R. Projetada Um, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4938034,-45.2590994,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=Est%C3%A9tica%20Depil%20Bel%C3%ADssima&query_place_id=ChIJOzwVaL9fzZIR9LittD5_XjE,prospect
Priscyla Noellen Estética Facial,,,Barra do Corda,-5.5077489,-45.2452658,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Priscyla%20Noellen%20Est%C3%A9tica%20Facial&query_place_id=ChIJuQQOzb5fzZIRWN1f55E_KAY,prospect
Janna Bronze,,"R. Dom João Galdino, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4916031,-45.2459587,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Janna%20Bronze&query_place_id=ChIJkYKlVwBfzZIRFojBvl-ZS9k,prospect
Andréia Carvalho nails,,"Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.250612,-45.0420523,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Andr%C3%A9ia%20Carvalho%20nails&query_place_id=ChIJT0HvA8c1zZIR76wo8rRjAZM,prospect
Romaires matos nail designer,5599985032915,"Rua 15, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5018917,-45.2464996,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Romaires%20matos%20nail%20designer&query_place_id=ChIJh1P9wexfzZIRH_JZ4gpx11Y,prospect
Studio Amanda Luz,5599981737214,,Barra do Corda,-5.5077489,-45.2452658,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Amanda%20Luz&query_place_id=ChIJtxhwtF9fzZIRIln63eYz1tc,prospect
Studio Deynna Silvah,5599985410092,,Barra do Corda,-5.5077489,-45.2452658,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Deynna%20Silvah&query_place_id=ChIJ23PNiRoziqoRcxtBOHRUAJA,prospect
Studio ellena Nolberto,5599985395806,"Rua São Jorge, Caminho Zacarias Vila Nenzim, 398, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4913898,-45.2766934,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20ellena%20Nolberto&query_place_id=ChIJV9-4dRpfzZIRvkWeUJ4M76k,prospect
Dhessy Ribeiro Studio Clinic,5599981547458,"Rua das Figuras Moradas do Rio corda, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4840992,-45.2675069,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Dhessy%20Ribeiro%20Studio%20Clinic&query_place_id=ChIJ4-8BZX5dzZIRoC_ZeG8DlQA,prospect
Espaço Daniele Santos/ Nail designer - Unhas,,"V559+47, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.1417182,-44.8337644,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Daniele%20Santos%2F%20Nail%20designer%20-%20Unhas&query_place_id=ChIJiX6acwAxiAcRdwjjZo_8pJ8,prospect
@Designer de Sobrancelhas,55982689271,"R. São Francisco, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5156832,-45.2654284,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=%40Designer%20de%20Sobrancelhas&query_place_id=ChIJm8chyFRezZIRlBnX_b82WG4,prospect
belissima cabelos,5599988061300,"R. Benedito Leite, 403 - Centro, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5058965,-45.2436345,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=belissima%20cabelos&query_place_id=ChIJQ_SZjOdezZIRBGetG08sP5c,prospect
Revitale Estética e Saúde,5598970189509,"R. Rio Flôres, 116 - Trizidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5014029,-45.2547044,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Revitale%20Est%C3%A9tica%20e%20Sa%C3%BAde&query_place_id=ChIJV87rbZxfzZIR3q0m4W5-UDE,prospect
Arleane Carvalho Clinic & Academy,5599991548086,"R. Coelho Neto, 462 - Centro, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5075909,-45.2463303,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Arleane%20Carvalho%20Clinic%20%26%20Academy&query_place_id=ChIJSXa4xmpfzZIRrSjUgWopLfo,prospect
D'Maria Cosmético - Centro,5599984088528,"R. Irmã Helena - Centro, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5060605,-45.2494267,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=D'Maria%20Cosm%C3%A9tico%20-%20Centro&query_place_id=ChIJKYv6iI9fzZIRxftzyq2D7Yw,prospect
Débora Brenda Lash Designer,5519982764294,,Barra do Corda,-5.5077489,-45.2452658,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=D%C3%A9bora%20Brenda%20Lash%20Designer&query_place_id=ChIJY0mJHoOwa0kRRmWD03KMHoY,prospect
Espaço Larissa Designer,5599982704758,"R. Rio Madeira - Araticum, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.504478,-45.2617839,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Larissa%20Designer&query_place_id=ChIJd_iRtlpfzZIROeLwzFFPRUs,prospect
Ana Ferreira,,"Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5232765,-45.2241272,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Ana%20Ferreira&query_place_id=ChIJHeAVWABZzZIRE_F45tWIftM,prospect
Deborah Brenda Lash Designer,5519982764294,"Av. Eliéser Moreira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5095559,-45.2562804,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Deborah%20Brenda%20Lash%20Designer&query_place_id=ChIJqw9qZABfzZIRSaFaoxZtmGM,prospect
Ateliê de Beleza by Dalila Santos,5599985086158,"R. José Maria Madeira, 56A, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5119229,-45.2548371,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Ateli%C3%AA%20de%20Beleza%20by%20Dalila%20Santos&query_place_id=ChIJj4KELwBfzZIR7gayrBcNKIc,prospect
Jeane,,"Av. Eliéser Moreira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5103029,-45.2570684,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Jeane&query_place_id=ChIJv1OcZwBfzZIRS-Qw-TlUlUI,prospect
Studioarianallima,5599981530804,"R. Manoel Milhomem, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.50777,-45.234751,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studioarianallima&query_place_id=ChIJSeg00R1fzZIRy4MlzdMbodo,prospect
Espaço Didy Rodrigues,5599991378817,"Avenida José Delfino de Menezes - Altamira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5071176,-45.2363549,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Didy%20Rodrigues&query_place_id=ChIJiZ3UA3hfzZIR2HC26OyEXjw,prospect
Cris moreira beauty,,"R. João Benedito, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5060947,-45.2405435,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Cris%20moreira%20beauty&query_place_id=ChIJr8PwAQBfzZIReRk7f4i0058,prospect
Erasmo Barbearia,5599981028004,"R. Profa. Safira, 48 - Altamira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.513143,-45.2369783,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Erasmo%20Barbearia&query_place_id=ChIJSwUgQCdfzZIR342B3UifzUE,prospect
R.R.BRONZE,5599981448525,"Av. dos Cocáis - Incra, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5098921,-45.2513468,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=R.R.BRONZE&query_place_id=ChIJ6zGsRU1fzZIRjr5lkEoLV0E,prospect
Angela Manicure,,"Avenida 6 - Vila Mariano 2, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.524445,-45.2180716,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Angela%20Manicure&query_place_id=ChIJjSBtSURfzZIRyZvlfZvrTQ0,prospect
Doce charme esmalteria,5599991745510,"FQCJ+X4, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5275458,-45.2197263,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Doce%20charme%20esmalteria&query_place_id=ChIJZ--pnERZzZIRWp5jVl1lKNg,prospect
Crysley Moreno Nails Designer,5599984551620,"R. do Amor, S/N - Vila Sampaio, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5214304,-45.2255687,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Crysley%20Moreno%20Nails%20Designer&query_place_id=ChIJdZ5-3EBfzZIR1iEv5zcspAA,prospect
Espaço Maria Lopes Podóloga,5599985408691,"Av. Lulú Rodrigues, 1358 - Altamira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5111482,-45.2297574,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Maria%20Lopes%20Pod%C3%B3loga&query_place_id=ChIJoRfp5C9fzZIRoV3jzchaiSY,prospect
Lanny Silva | Lash e Sobrancelhas,5599992139964,"R. Doca Barbalho - Piquizinho, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5098177,-45.2299894,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Lanny%20Silva%20%7C%20Lash%20e%20Sobrancelhas&query_place_id=ChIJ8yE3ZcdfzZIRSNlnP_Gl1jg,prospect
Studio Adelly carvalho,5599991011482,"vila Nair - R. Sete, Rua 7 - Vila-Nair, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5183266,-45.2239855,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Adelly%20carvalho&query_place_id=ChIJS56rHABfzZIRQCDePk9Pb-Q,prospect
Nail's Brilhante by Juliana Brilhante,5599981347687,"R. Isac Martins, 2001, Altamira - MA, 65950-000, Brasil",Barra do Corda,-5.5092512,-45.2382882,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Nail's%20Brilhante%20by%20Juliana%20Brilhante&query_place_id=ChIJBS0z8dtezZIRlIjmH1Ir7RY,prospect
Oneide Cabelos 💇🏼‍♀️,5599981195858,"Av. Eliéser Moreira, 67, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5044023,-45.2511322,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Oneide%20Cabelos%20%F0%9F%92%87%F0%9F%8F%BC%E2%80%8D%E2%99%80%EF%B8%8F&query_place_id=ChIJCeC9NyNfzZIR-vsQX4jPtRw,prospect
Tok feminino,5599981522201,"Rua Combatente Airton, R. Zilmar Arnaldo Leao Alencar - Incra, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5123707,-45.2509081,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Tok%20feminino&query_place_id=ChIJ-Yznr0xfzZIRl4svVv76rUs,prospect
Salão T&G cabelos,5599982110016,"2A Travessa do Espírito Santo, nº 1.038 - Volta Redonda, Caxias - MA, 65606-310, Brasil",Caxias,-4.8780563,-43.3537755,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20T%26G%20cabelos&query_place_id=ChIJzVeVsLGTjgcRVgE9t4hwu3Y,prospect
STUDIO BEAUTY Cabelo & Maquiagem,5599996467248,"Av. Benjamin Constant - Nova Caxias, Caxias - MA, 65604-260, Brasil",Caxias,-4.8660254,-43.3459582,"{""Salão de Beleza e Maquiagem""}",https://www.google.com/maps/search/?api=1&query=STUDIO%20BEAUTY%20Cabelo%20%26%20Maquiagem&query_place_id=ChIJY7z3kMSTjgcRMLiCqP3nJw4,prospect
Studiobrunacosta,55981427208,"R. Pres. Kenedy - Castelo Branco, Caxias - MA, 65604-230, Brasil",Caxias,-4.8652666,-43.3498865,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studiobrunacosta&query_place_id=ChIJ680zbT2SjgcRHvgZZM8KaME,prospect
studio sandry raiely,5599988249700,"R. Juriti, 41 - Sabiá, Caxias - MA, 65603-773, Brasil",Caxias,-4.8304205,-43.3597354,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=studio%20sandry%20raiely&query_place_id=ChIJYesydnKRjgcRvOApX3VXAVs,prospect
